step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.283294,0.362850,0.000000,6.873163,
1000,1.933851,0.514246,0.000000,1.922154,
2000,1.805929,0.508272,0.000000,1.818705,
3000,1.763108,0.505500,0.000000,1.765909,
4000,1.727925,0.503446,0.000000,1.732839,
5000,1.701394,0.502138,0.000000,1.707467,
6000,1.685435,0.501238,0.000000,1.693845,
7000,1.680662,0.500690,0.000000,1.674996,
8000,1.663153,0.500583,0.000000,1.660109,
9000,1.641705,0.500430,0.000000,1.652865,
10000,1.643437,0.500309,0.000000,1.636743,
11000,1.625552,0.500205,0.000000,1.630842,
12000,1.617553,0.500068,0.000000,1.617974,
13000,1.606235,0.499996,0.000000,1.608112,
14000,1.603613,0.500031,0.000000,1.601414,
15000,1.579499,0.499915,0.000000,1.590933,
16000,1.587922,0.500074,0.000000,1.586372,
17000,1.573493,0.500080,0.000000,1.577481,
18000,1.566975,0.500108,0.000000,1.572753,
19000,1.570914,0.500249,0.000000,1.566026,
20000,1.563265,0.500176,0.000000,1.560292,
21000,1.542879,0.500406,0.000000,1.554956,
22000,1.554319,0.500141,0.000000,1.552714,
23000,1.543645,0.500100,0.000000,1.549529,
24000,1.527697,0.499936,0.000000,1.545470,
