step,train_loss,val_bpb
200,8.509231,2.247450
400,6.901346,1.974462
600,6.278874,1.869956
800,5.976547,1.808965
1000,5.798684,1.761044
1200,5.652998,1.727055
1400,5.547681,1.696657
1600,5.455291,1.673161
1800,5.385251,1.657514
2000,5.303704,1.637791
2200,5.274785,1.623217
2400,5.230135,1.608662
2600,5.167108,1.595020
2800,5.137680,1.585838
3000,5.099904,1.572660
3200,5.056442,1.560930
3400,5.018459,1.552153
3600,4.993723,1.544362
3800,4.958229,1.533343
4000,4.935699,1.526875
4200,4.903631,1.517212
4400,4.885734,1.510108
4600,4.857771,1.503068
4800,4.861992,1.495657
5000,4.808328,1.487773
5200,4.792132,1.483180
5400,4.770703,1.477765
5600,4.736226,1.473315
5800,4.730615,1.466706
6000,4.716581,1.462559
6200,4.696207,1.458963
6400,4.689895,1.455934
6600,4.665713,1.452180
6800,4.665048,1.449279
7000,4.666112,1.446779
7200,4.651946,1.444572
7400,4.628303,1.443032
7600,4.614976,1.440984
7800,4.615845,1.439029
8000,4.620981,1.437532
