step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497849,0.498083,0.497925,0.498010,0.499919,0.499702,0.497428,0.497279,0.499671,0.499048,0.498854,0.498793,0.500836,0.500696,0.498353,0.498126,0.499129,0.498671,0.498523,0.498488,0.500580,0.500482,0.499092,0.498797,0.499570,0.499051,0.499189,0.499195,0.500790,0.500711,0.499629,0.499298,0.499187,0.498853,0.499479,0.499494,0.500505,0.500474,0.500269,0.499926,0.499522,0.499156,0.499112,0.499130,0.499963,0.499950,0.500577,0.500315
400,0.492628,0.494032,0.488118,0.488474,0.490795,0.490274,0.491424,0.490607,0.503481,0.500522,0.492767,0.492088,0.503257,0.501478,0.494461,0.493229,0.500990,0.497904,0.492066,0.491866,0.501377,0.499989,0.497180,0.495550,0.500759,0.498046,0.494597,0.494551,0.503547,0.502563,0.499597,0.497552,0.498969,0.497897,0.497231,0.497256,0.504556,0.504145,0.503744,0.501492,0.501068,0.499910,0.497656,0.497660,0.501856,0.501487,0.505895,0.504247
600,0.484915,0.488116,0.472612,0.473654,0.477454,0.475708,0.484576,0.482226,0.509123,0.501662,0.479697,0.477751,0.506639,0.499212,0.488238,0.485050,0.505804,0.496554,0.479224,0.478510,0.501733,0.495740,0.493963,0.489544,0.503819,0.496672,0.485539,0.485076,0.510666,0.506237,0.500864,0.494501,0.498624,0.496022,0.489130,0.489107,0.513744,0.511502,0.509055,0.502380,0.502085,0.499993,0.494125,0.494107,0.507822,0.505725,0.514068,0.509024
800,0.476282,0.481463,0.452371,0.454182,0.467941,0.459446,0.479704,0.472860,0.516749,0.502594,0.463031,0.458878,0.519473,0.498186,0.484056,0.475303,0.514571,0.495351,0.461037,0.459043,0.507230,0.490440,0.492183,0.481798,0.510030,0.495218,0.472062,0.470770,0.524686,0.513495,0.505718,0.491011,0.497062,0.492496,0.475231,0.474991,0.531113,0.524795,0.518771,0.503707,0.503643,0.499946,0.485737,0.485814,0.518654,0.513011,0.526376,0.515124
1000,0.467617,0.474741,0.431645,0.433913,0.481378,0.453171,0.479434,0.464887,0.527109,0.504744,0.448351,0.440164,0.540808,0.501188,0.485752,0.467762,0.523948,0.492421,0.442706,0.438182,0.519918,0.486759,0.495402,0.474883,0.518069,0.493321,0.456476,0.454245,0.543817,0.523456,0.516190,0.489468,0.496897,0.488886,0.459906,0.459348,0.551786,0.538522,0.532259,0.505511,0.506234,0.499935,0.476081,0.476244,0.532781,0.520737,0.541420,0.521396
1200,0.461600,0.469820,0.415119,0.417099,0.504469,0.458782,0.482766,0.459195,0.534671,0.505114,0.442925,0.426535,0.567440,0.508876,0.493543,0.462898,0.536029,0.491594,0.430550,0.421083,0.536907,0.483765,0.502964,0.469772,0.527927,0.492424,0.441582,0.437569,0.564450,0.532531,0.530646,0.489635,0.501634,0.486852,0.446923,0.445132,0.574636,0.551796,0.547799,0.507297,0.509203,0.499389,0.468527,0.468353,0.547485,0.528082,0.557488,0.526844
1400,0.455422,0.464811,0.402718,0.402868,0.530211,0.469831,0.487726,0.453444,0.543260,0.505543,0.441583,0.414305,0.596203,0.518232,0.506193,0.461221,0.547793,0.489715,0.423302,0.406548,0.557001,0.481830,0.512724,0.466213,0.540218,0.493282,0.428592,0.422604,0.587800,0.542343,0.546040,0.490838,0.504966,0.483220,0.433042,0.430107,0.592330,0.557627,0.562062,0.507755,0.513779,0.500399,0.460704,0.460409,0.561429,0.533256,0.574536,0.531369
1600,0.450201,0.460407,0.394724,0.391175,0.558361,0.483180,0.495176,0.447259,0.552458,0.506605,0.444990,0.404955,0.626797,0.530618,0.521985,0.461291,0.561108,0.488965,0.422892,0.394876,0.580140,0.480233,0.526933,0.463835,0.552142,0.492842,0.418003,0.408864,0.613573,0.552348,0.563198,0.491864,0.512026,0.482385,0.421898,0.417030,0.607374,0.558373,0.577920,0.507789,0.518129,0.501697,0.453730,0.453189,0.577569,0.540099,0.590828,0.533802
1800,0.444415,0.455307,0.392836,0.382278,0.587007,0.495499,0.503345,0.441738,0.559205,0.505715,0.454786,0.398544,0.658317,0.541386,0.537975,0.461980,0.575699,0.489013,0.425449,0.384847,0.604068,0.480171,0.541249,0.463347,0.564443,0.492688,0.408105,0.395263,0.635992,0.558851,0.580254,0.493383,0.518813,0.481054,0.410893,0.403449,0.621537,0.557555,0.593426,0.507875,0.519784,0.500727,0.447029,0.445840,0.594372,0.546419,0.605429,0.535182
2000,0.440583,0.451830,0.393667,0.375633,0.616307,0.506895,0.511418,0.436424,0.566504,0.504520,0.465914,0.395350,0.691343,0.553869,0.554256,0.462723,0.590846,0.488912,0.430743,0.376162,0.630631,0.481982,0.556111,0.462715,0.576839,0.492540,0.402618,0.383757,0.657111,0.562471,0.598039,0.494424,0.529236,0.481756,0.402839,0.392060,0.633270,0.554344,0.609269,0.507330,0.524526,0.501624,0.439905,0.438345,0.608889,0.550840,0.619544,0.534655
2200,0.436446,0.448031,0.397602,0.371340,0.647444,0.520182,0.521426,0.431677,0.574371,0.504462,0.478332,0.393097,0.724387,0.565630,0.572907,0.464847,0.604838,0.488443,0.440120,0.369879,0.657085,0.481268,0.571612,0.463036,0.590023,0.493207,0.398115,0.373803,0.680364,0.567012,0.617548,0.496360,0.537378,0.480395,0.396559,0.380964,0.643913,0.548820,0.624867,0.505379,0.527480,0.501662,0.432583,0.430662,0.623921,0.554861,0.634626,0.534343
2400,0.433290,0.445013,0.402683,0.367602,0.678491,0.532526,0.531182,0.426739,0.583793,0.506325,0.490772,0.391154,0.757625,0.575424,0.591233,0.467257,0.620092,0.487839,0.452429,0.365396,0.684359,0.481750,0.589069,0.463432,0.603484,0.493262,0.394816,0.365128,0.704791,0.571125,0.637837,0.498195,0.548622,0.481127,0.391934,0.371225,0.651868,0.541850,0.641453,0.503777,0.530083,0.501266,0.424903,0.422638,0.639948,0.558629,0.648452,0.532880
2600,0.431073,0.442611,0.408670,0.364631,0.708618,0.542220,0.540674,0.423234,0.590173,0.505040,0.503442,0.390611,0.791714,0.585157,0.608799,0.470565,0.634157,0.488135,0.464420,0.362101,0.711883,0.481417,0.605835,0.464252,0.616027,0.493839,0.395574,0.358598,0.727344,0.573941,0.656235,0.499252,0.559485,0.481749,0.388059,0.362198,0.661871,0.536979,0.656240,0.501673,0.533841,0.501638,0.420971,0.417779,0.653456,0.560571,0.661844,0.530677
2800,0.428892,0.440465,0.416030,0.362792,0.739457,0.552028,0.549524,0.419630,0.596555,0.503955,0.518071,0.391132,0.825914,0.594741,0.625951,0.473155,0.650630,0.488442,0.477414,0.360131,0.739400,0.481414,0.623790,0.465648,0.630551,0.494710,0.399119,0.353476,0.748403,0.575483,0.674719,0.500287,0.571646,0.483193,0.387014,0.354693,0.670159,0.528759,0.669957,0.498432,0.537095,0.501510,0.417105,0.412821,0.666457,0.562476,0.674968,0.528454
3000,0.426296,0.437789,0.423500,0.361777,0.770593,0.561048,0.558552,0.415449,0.604174,0.504427,0.533413,0.392595,0.861116,0.605203,0.644132,0.475645,0.666619,0.489673,0.493010,0.359831,0.767982,0.482374,0.641500,0.467622,0.642673,0.494668,0.403374,0.348639,0.769414,0.577202,0.695323,0.502300,0.584950,0.484920,0.387724,0.348929,0.678324,0.520707,0.684682,0.496400,0.542177,0.502112,0.412780,0.407129,0.676723,0.562939,0.686857,0.524959
3200,0.423311,0.434634,0.430861,0.360876,0.799721,0.568339,0.568798,0.411716,0.610316,0.504066,0.548130,0.394083,0.896946,0.614081,0.660981,0.477393,0.682441,0.490715,0.508576,0.360198,0.795488,0.482729,0.658414,0.468289,0.653436,0.493835,0.409712,0.346242,0.791778,0.580488,0.714039,0.503296,0.597822,0.486244,0.390713,0.344100,0.688187,0.514072,0.700062,0.493925,0.547373,0.502785,0.409654,0.402394,0.686545,0.562173,0.699153,0.521418
3400,0.421097,0.432428,0.437327,0.359906,0.827373,0.574674,0.578177,0.407770,0.616289,0.503172,0.561963,0.395598,0.930609,0.621761,0.678615,0.480704,0.697784,0.491664,0.523466,0.360671,0.822835,0.481421,0.676240,0.469740,0.667046,0.494545,0.415238,0.343366,0.813530,0.582165,0.734173,0.504598,0.610369,0.488048,0.394471,0.339966,0.695430,0.507571,0.713433,0.490128,0.551837,0.502585,0.405830,0.397515,0.697797,0.562713,0.710593,0.517093
3600,0.419189,0.430502,0.443218,0.358835,0.855430,0.581096,0.586003,0.404553,0.623736,0.503382,0.575555,0.396985,0.962974,0.627591,0.694878,0.482664,0.713556,0.492705,0.538735,0.361682,0.849378,0.481145,0.692775,0.470646,0.678690,0.494981,0.421250,0.340859,0.834411,0.582900,0.752859,0.505565,0.623183,0.490040,0.399376,0.337535,0.703455,0.500746,0.726434,0.487360,0.554750,0.502536,0.402689,0.393038,0.706849,0.561362,0.721726,0.512601
3800,0.417996,0.429055,0.449068,0.358447,0.880915,0.585827,0.593633,0.400660,0.627318,0.502280,0.589386,0.399447,0.995502,0.634154,0.710460,0.485083,0.729129,0.493901,0.552809,0.362642,0.875706,0.479277,0.710062,0.471903,0.686876,0.493967,0.428690,0.340141,0.854775,0.585203,0.769474,0.505297,0.635682,0.491647,0.403387,0.334960,0.710226,0.494031,0.739074,0.484079,0.558721,0.502741,0.399511,0.388859,0.716566,0.560911,0.732123,0.508172
