step,train_loss,val_loss
0,5.578737,5.580196
1000,2.312033,2.261582
2000,1.836279,1.816323
3000,1.761007,1.731294
4000,1.695496,1.703354
5000,1.683947,1.689483
6000,1.669141,1.660443
7000,1.668257,1.668826
8000,1.680219,1.680496
9000,1.635695,1.659153
10000,1.632702,1.638845
11000,1.615235,1.624182
12000,1.623875,1.627126
13000,1.604860,1.615394
14000,1.604036,1.604810
15000,1.595034,1.595897
16000,1.559926,1.571876
17000,1.557240,1.557640
18000,1.558736,1.551131
19000,1.545902,1.543899
20000,1.547962,1.540278
21000,1.537703,1.536337
22000,1.532936,1.532426
23000,1.535386,1.530168
24000,1.514908,1.527246
