step,train_loss,val_bpb
200,8.292869,2.159471
400,6.646973,1.917563
600,6.056207,1.819405
800,5.775134,1.753367
1000,5.569110,1.702136
1200,5.412547,1.662783
1400,5.291647,1.629305
1600,5.204182,1.601678
1800,5.108158,1.580035
2000,5.032606,1.559728
2200,4.974300,1.542687
2400,4.925593,1.527125
2600,4.870702,1.514683
2800,4.834412,1.503909
3000,4.806445,1.494539
3200,4.786496,1.486159
3400,4.757571,1.480305
3600,4.731809,1.476068
3800,4.736518,1.472141
4000,4.720495,1.468999
