step,train_loss,val_loss
0,5.570421,5.568051
1000,2.006592,1.973541
2000,1.862246,1.861694
3000,1.801923,1.792877
4000,1.761250,1.753002
5000,1.729763,1.724716
6000,1.702189,1.704941
7000,1.699223,1.686398
8000,1.680904,1.673731
9000,1.666815,1.665116
10000,1.657341,1.651202
11000,1.636543,1.641843
12000,1.633990,1.631545
13000,1.625952,1.621626
14000,1.611233,1.614800
15000,1.603080,1.607767
16000,1.596172,1.598328
17000,1.588397,1.588882
18000,1.588957,1.582385
19000,1.581079,1.577690
20000,1.571465,1.571948
21000,1.569816,1.565714
22000,1.567398,1.562711
23000,1.560996,1.559441
24000,1.561324,1.555999
